utterance,speaker,gender,session,emotion
S10N-M03-S-MF03,M03,M,10,N
S10N-M03-S-MF04,M03,M,10,N
S10N-F03-T-FM01,F03,F,10,N
S10N-M03-T-MF01,M03,M,10,N
S10S-F03-P-FM01,F03,F,10,N
S10S-F03-P-FM02,F03,F,10,N
S10S-F03-P-FM03,F03,F,10,S
S10S-F03-P-FM04,F03,F,10,N
S10S-F03-P-FM05,F03,F,10,N
S10S-F03-P-MF01,F03,F,10,H
S10S-F03-P-MF02,F03,F,10,H
S10S-M03-P-FM01,M03,M,10,H
S10S-M03-P-FM02,M03,M,10,H
S10S-M03-P-FM03,M03,M,10,H
S10S-M03-P-MF01,M03,M,10,H
S10S-M03-P-MF02,M03,M,10,N
S10S-M03-P-MF03,M03,M,10,H
S10S-F03-R-FF01,F03,F,10,S
S10S-M03-R-MM02,M03,M,10,S
S10S-F03-S-FM02,F03,F,10,N
S10S-F03-S-MF01,F03,F,10,H
S10S-F03-S-MF02,F03,F,10,H
S10S-F03-S-MF03,F03,F,10,N
S10S-F03-S-MF04,F03,F,10,H
S10S-F03-S-MF05,F03,F,10,S
S10S-M03-S-FM01,M03,M,10,H
S10S-M03-S-FM02,M03,M,10,N
S10S-M03-S-FM03,M03,M,10,N
S10S-M03-S-MF01,M03,M,10,N
S10S-M03-S-MF02,M03,M,10,N
S10S-M03-S-MF03,M03,M,10,N
S10S-F03-T-FM01,F03,F,10,S
S10S-M03-T-MF01,M03,M,10,N
S11A-F03-R-FF01,F03,F,11,A
S11A-M03-R-MM01,M03,M,11,A
S11H-F03-R-FF01,F03,F,11,H
S11H-M03-R-MM01,M03,M,11,H
S11N-F03-R-FF01,F03,F,11,N
S11N-M03-R-MM01,M03,M,11,N
S11S-F03-R-FF01,F03,F,11,S
S11S-M03-R-MM01,M03,M,11,S
S12A-F03-R-FF01,F03,F,12,A
S12A-M03-R-MM01,M03,M,12,A
S12H-F03-R-FF01,F03,F,12,H
S12H-M03-R-MM01,M03,M,12,H
S12N-F03-R-FF01,F03,F,12,N
S12N-M03-R-MM01,M03,M,12,N
S12S-F03-R-FF01,F03,F,12,A
S12S-M03-R-MM01,M03,M,12,N
S13A-F03-R-FF01,F03,F,13,A
S13A-M03-R-MM01,M03,M,13,A
S13H-F03-R-FF01,F03,F,13,H
S13H-M03-R-MM01,M03,M,13,H
S13N-M03-R-MM01,M03,M,13,N
S13S-F03-R-FF01,F03,F,13,A
S13S-M03-R-MM01,M03,M,13,N
S14A-F03-R-FF01,F03,F,14,A
S14A-M03-R-MM01,M03,M,14,A
S14H-F03-R-FF01,F03,F,14,H
S14H-M03-R-MM01,M03,M,14,N
S14N-F03-R-FF01,F03,F,14,N
S14N-M03-R-MM01,M03,M,14,N
S14S-F03-R-FF01,F03,F,14,S
S15A-F03-R-FF01,F03,F,15,A
S15A-M03-R-MM01,M03,M,15,A
S15H-F03-R-FF01,F03,F,15,H
S15H-M03-R-MM01,M03,M,15,H
S15N-F03-R-FF01,F03,F,15,N
S15N-M03-R-MM01,M03,M,15,N
S15S-F03-R-FF01,F03,F,15,S
S15S-M03-R-MM01,M03,M,15,N
S16A-F03-R-FF01,F03,F,16,A
S16A-M03-R-MM01,M03,M,16,N
S16H-F03-R-FF01,F03,F,16,H
S16H-M03-R-MM01,M03,M,16,N
S16N-F03-R-FF01,F03,F,16,N
S16S-F03-R-FF02,F03,F,16,N
S16S-M03-R-MM01,M03,M,16,N
S17A-F03-R-FF01,F03,F,17,A
S17A-M03-R-MM01,M03,M,17,A
S17H-F03-R-FF01,F03,F,17,H
S17H-M03-R-MM01,M03,M,17,H
S17N-M03-R-MM01,M03,M,17,N
S17S-F03-R-FF01,F03,F,17,A
S17S-F03-R-FF02,F03,F,17,A
S17S-M03-R-MM01,M03,M,17,N
S18A-F03-R-FF01,F03,F,18,A
S18A-M03-R-MM01,M03,M,18,A
S18H-F03-R-FF01,F03,F,18,H
S18H-M03-R-MM01,M03,M,18,H
S18N-F03-R-FF01,F03,F,18,N
S18N-M03-R-MM01,M03,M,18,N
S18S-F03-R-FF01,F03,F,18,A
S18S-F03-R-FF02,F03,F,18,S
S19A-F03-R-FF01,F03,F,19,A
S19A-M03-R-MM01,M03,M,19,A
S19H-F03-R-FF01,F03,F,19,H
S19H-M03-R-MM01,M03,M,19,A
S19N-F03-R-FF01,F03,F,19,N
S19N-M03-R-MM01,M03,M,19,N
S19S-F03-R-FF02,F03,F,19,A
S19S-M03-R-MM01,M03,M,19,N
S20A-F03-R-FF01,F03,F,20,A
S20A-M03-R-MM01,M03,M,20,A
S20H-F03-R-FF01,F03,F,20,H
S20H-M03-R-MM01,M03,M,20,H
S20N-F03-R-FF01,F03,F,20,N
S20N-M03-R-MM01,M03,M,20,N
S20S-F03-R-FF02,F03,F,20,S
S20S-M03-R-MM01,M03,M,20,N
S01A-F04-P-FM01,F04,F,01,H
S01A-F04-P-FM02,F04,F,01,N
S01A-F04-P-FM03,F04,F,01,N
S01A-F04-P-FM04,F04,F,01,H
S01A-F04-P-FM05,F04,F,01,H
S01A-F04-P-FM06,F04,F,01,H
S01A-F04-P-FM07,F04,F,01,H
S01A-F04-P-MF01,F04,F,01,N
S01A-F04-P-MF02,F04,F,01,H
S01A-F04-P-MF03,F04,F,01,H
S01A-M04-P-FM01,M04,M,01,N
S01A-M04-P-FM02,M04,M,01,N
S01A-M04-P-FM03,M04,M,01,N
S01A-M04-P-FM04,M04,M,01,N
S01A-M04-P-FM05,M04,M,01,N
S01A-M04-P-FM06,M04,M,01,N
S01A-M04-P-FM07,M04,M,01,N
S01A-M04-P-FM08,M04,M,01,H
S01A-M04-P-FM09,M04,M,01,N
S01A-M04-P-FM10,M04,M,01,N
S01A-M04-P-FM11,M04,M,01,H
S01A-M04-P-FM12,M04,M,01,N
S01A-M04-P-MF01,M04,M,01,N
S01A-M04-P-MF02,M04,M,01,N
S01A-M04-P-MF03,M04,M,01,N
S01A-F04-S-FM01,F04,F,01,A
S01A-F04-S-FM02,F04,F,01,N
S01A-F04-S-FM03,F04,F,01,A
S01A-F04-S-MF01,F04,F,01,H
S01A-M04-S-FM01,M04,M,01,N
S01A-M04-S-FM02,M04,M,01,N
S01A-M04-S-FM03,M04,M,01,N
S01A-M04-S-MF01,M04,M,01,A
S01A-F04-T-FM01,F04,F,01,N
S01A-M04-T-MF01,M04,M,01,A
S01H-F04-P-FM01,F04,F,01,N
S01H-F04-P-FM02,F04,F,01,H
S01H-F04-P-FM03,F04,F,01,H
S01H-F04-P-FM04,F04,F,01,H
S01H-F04-P-FM05,F04,F,01,H
S01H-F04-P-FM06,F04,F,01,H
S01H-F04-P-FM07,F04,F,01,H
S01H-F04-P-FM08,F04,F,01,H
S01H-F04-P-MF01,F04,F,01,H
S01H-M04-P-FM01,M04,M,01,H
S01H-M04-P-FM02,M04,M,01,H
S01H-M04-P-FM03,M04,M,01,H
S01H-M04-P-FM05,M04,M,01,H
S01H-F04-S-FM01,F04,F,01,H
S01H-F04-S-FM02,F04,F,01,H
S01H-F04-S-FM03,F04,F,01,H
S01H-F04-S-FM04,F04,F,01,H
S01H-F04-S-FM05,F04,F,01,H
S01H-F04-S-MF01,F04,F,01,H
S01H-F04-S-MF02,F04,F,01,H
S01H-M04-S-FM01,M04,M,01,N
S01H-M04-S-MF01,M04,M,01,H
S01H-M04-S-MF02,M04,M,01,H
S01H-F04-T-FM01,F04,F,01,H
S01H-M04-T-MF01,M04,M,01,H
S01N-M04-P-MF01,M04,M,01,N
S01N-F04-S-FM01,F04,F,01,N
S01N-F04-S-FM02,F04,F,01,N
S01N-F04-S-MF01,F04,F,01,N
S01N-M04-S-FM01,M04,M,01,N
S01N-M04-S-MF01,M04,M,01,N
S01N-F04-T-FM01,F04,F,01,N
S01N-M04-T-MF01,M04,M,01,N
S01S-F04-P-FM01,F04,F,01,N
S01S-F04-P-MF01,F04,F,01,H
S01S-F04-P-MF02,F04,F,01,N
S01S-M04-P-FM01,M04,M,01,N
S01S-M04-P-FM02,M04,M,01,N
S01S-M04-P-MF01,M04,M,01,H
S01S-M04-P-MF02,M04,M,01,N
S01S-F04-S-FM01,F04,F,01,S
S01S-F04-S-MF01,F04,F,01,N
S01S-F04-S-MF02,F04,F,01,N
S01S-F04-S-MF03,F04,F,01,N
S01S-M04-S-FM01,M04,M,01,N
S01S-M04-S-MF01,M04,M,01,S
S01S-M04-S-MF02,M04,M,01,S
S01S-F04-T-FM01,F04,F,01,S
S01S-M04-T-MF01,M04,M,01,A
S02A-F04-P-FM01,F04,F,02,N
S02A-F04-P-FM03,F04,F,02,N
S02A-F04-P-FM04,F04,F,02,N
S02A-F04-P-FM05,F04,F,02,H
S02A-F04-P-FM06,F04,F,02,H
S02A-F04-P-FM07,F04,F,02,H
S02A-F04-P-FM08,F04,F,02,H
S02A-M04-P-FM01,M04,M,02,H
S02A-M04-P-FM02,M04,M,02,N
S02A-M04-P-FM03,M04,M,02,N
S02A-M04-P-FM04,M04,M,02,N
S02A-M04-P-FM05,M04,M,02,N
S02A-M04-P-FM06,M04,M,02,N
S02A-M04-P-FM07,M04,M,02,N
S02A-M04-P-FM08,M04,M,02,N
S02A-M04-P-FM09,M04,M,02,N
S02A-M04-P-FM10,M04,M,02,N
S02A-M04-P-FM11,M04,M,02,N
S02A-M04-P-FM12,M04,M,02,H
S02A-M04-P-MF01,M04,M,02,N
S02A-M04-P-MF02,M04,M,02,H
S02A-M04-P-MF03,M04,M,02,H
S02A-F04-S-FM01,F04,F,02,S
S02A-F04-S-FM02,F04,F,02,N
S02A-F04-S-FM03,F04,F,02,A
S02A-F04-S-FM04,F04,F,02,A
S02A-F04-S-MF01,F04,F,02,N
S02A-F04-S-MF02,F04,F,02,N
S02A-M04-S-FM01,M04,M,02,N
S02A-M04-S-FM02,M04,M,02,N
S02A-M04-S-MF01,M04,M,02,A
S02A-M04-S-MF03,M04,M,02,A
S02A-M04-S-MF04,M04,M,02,A
S02A-F04-T-FM01,F04,F,02,N
S02A-M04-T-MF01,M04,M,02,N
S02H-F04-P-FM01,F04,F,02,H
S02H-F04-P-FM02,F04,F,02,H
S02H-F04-P-FM03,F04,F,02,H
S02H-F04-P-FM04,F04,F,02,N
S02H-F04-P-FM05,F04,F,02,N
S02H-F04-P-FM07,F04,F,02,N
S02H-F04-P-FM08,F04,F,02,H
S02H-F04-P-FM09,F04,F,02,H
S02H-F04-P-FM10,F04,F,02,H
S02H-M04-P-FM01,M04,M,02,H
S02H-M04-P-FM02,M04,M,02,H
S02H-M04-P-FM03,M04,M,02,N
S02H-M04-P-FM04,M04,M,02,N
S02H-M04-P-FM05,M04,M,02,N
S02H-M04-P-FM06,M04,M,02,N
S02H-M04-P-FM07,M04,M,02,N
S02H-M04-P-FM08,M04,M,02,N
S02H-M04-P-MF01,M04,M,02,N
S02H-F04-S-FM01,F04,F,02,H
S02H-F04-S-FM02,F04,F,02,H
S02H-F04-S-FM03,F04,F,02,H
S02H-F04-S-FM04,F04,F,02,H
S02H-F04-S-FM05,F04,F,02,H
S02H-F04-S-FM06,F04,F,02,H
S02H-F04-S-MF01,F04,F,02,H
S02H-F04-S-MF02,F04,F,02,H
S02H-M04-S-FM01,M04,M,02,N
S02H-M04-S-FM02,M04,M,02,N
S02H-M04-S-FM03,M04,M,02,H
S02H-M04-S-FM04,M04,M,02,H
S02H-M04-S-FM05,M04,M,02,A
S02H-M04-S-FM06,M04,M,02,H
S02H-M04-S-MF01,M04,M,02,H
S02H-M04-S-MF02,M04,M,02,H
S02H-F04-T-FM01,F04,F,02,H
S02H-M04-T-MF01,M04,M,02,H
S02N-F04-P-FM01,F04,F,02,H
S02N-F04-P-MF01,F04,F,02,H
S02N-M04-P-MF01,M04,M,02,S
S02N-M04-P-MF02,M04,M,02,N
S02N-F04-S-FM01,F04,F,02,N
S02N-F04-S-FM02,F04,F,02,N
S02N-F04-S-MF01,F04,F,02,N
S02N-F04-S-MF02,F04,F,02,H
S02N-M04-S-FM01,M04,M,02,A
S02N-M04-S-FM02,M04,M,02,N
S02N-M04-S-MF01,M04,M,02,N
S02N-M04-S-MF02,M04,M,02,N
S02N-F04-T-FM01,F04,F,02,N
S02N-M04-T-MF01,M04,M,02,N
S02S-F04-P-FM01,F04,F,02,N
S02S-F04-P-FM02,F04,F,02,H
S02S-F04-P-FM03,F04,F,02,H
S02S-F04-P-FM04,F04,F,02,H
S02S-F04-P-FM05,F04,F,02,H
S02S-M04-P-FM01,M04,M,02,N
S02S-M04-P-FM02,M04,M,02,H
S02S-M04-P-FM03,M04,M,02,N
S02S-M04-P-FM04,M04,M,02,N
S02S-M04-P-MF01,M04,M,02,N
S02S-M04-P-MF02,M04,M,02,N
S02S-M04-P-MF03,M04,M,02,N
S02S-M04-P-MF04,M04,M,02,N
S02S-M04-P-MF05,M04,M,02,N
S02S-F04-S-FM01,F04,F,02,S
S02S-F04-S-FM02,F04,F,02,S
S02S-F04-S-MF01,F04,F,02,N
S02S-F04-S-MF02,F04,F,02,S
S02S-F04-S-MF03,F04,F,02,N
S02S-M04-S-FM01,M04,M,02,N
S02S-M04-S-FM02,M04,M,02,N
S02S-M04-S-FM03,M04,M,02,N
S02S-M04-S-MF01,M04,M,02,S
S02S-M04-S-MF02,M04,M,02,N
S02S-M04-S-MF03,M04,M,02,N
S02S-M04-S-MF04,M04,M,02,S
S02S-F04-T-FM01,F04,F,02,S
S02S-M04-T-MF01,M04,M,02,N
S03A-F04-P-FM01,F04,F,03,H
S03A-F04-P-FM02,F04,F,03,N
S03A-F04-P-MF01,F04,F,03,H
S03A-F04-P-MF02,F04,F,03,N
S03A-F04-P-MF04,F04,F,03,H
S03A-M04-P-FM01,M04,M,03,H
S03A-M04-P-FM03,M04,M,03,N
S03A-M04-P-MF02,M04,M,03,H
S03A-F04-S-FM01,F04,F,03,A
S03A-F04-S-MF01,F04,F,03,N
S03A-F04-S-MF02,F04,F,03,N
S03A-M04-S-FM01,M04,M,03,N
S03A-M04-S-MF01,M04,M,03,A
S03A-M04-S-MF02,M04,M,03,A
S03A-F04-T-FM01,F04,F,03,N
S03A-M04-T-MF01,M04,M,03,A
S03H-F04-P-FM01,F04,F,03,H
S03H-F04-P-FM02,F04,F,03,H
S03H-F04-P-FM03,F04,F,03,H
S03H-F04-P-FM04,F04,F,03,N
S03H-F04-P-FM05,F04,F,03,H
S03H-F04-P-FM06,F04,F,03,H
S03H-M04-P-FM01,M04,M,03,N
S03H-M04-P-FM02,M04,M,03,H
S03H-M04-P-FM03,M04,M,03,H
S03H-M04-P-FM05,M04,M,03,N
S03H-M04-P-FM06,M04,M,03,H
S03H-F04-S-FM01,F04,F,03,H
S03H-F04-S-FM02,F04,F,03,H
S03H-F04-S-MF01,F04,F,03,H
S03H-F04-S-MF02,F04,F,03,H
S03H-M04-S-FM02,M04,M,03,H
S03H-M04-S-MF01,M04,M,03,H
S03H-F04-T-FM01,F04,F,03,H
S03H-M04-T-MF01,M04,M,03,H
S03N-F04-P-FM01,F04,F,03,H
S03N-M04-P-FM01,M04,M,03,N
S03N-M04-P-FM02,M04,M,03,N
S03N-F04-S-FM02,F04,F,03,N
S03N-F04-S-MF01,F04,F,03,H
S03N-M04-S-FM02,M04,M,03,H
S03N-M04-S-MF01,M04,M,03,N
S03N-F04-T-FM01,F04,F,03,N
S03N-M04-T-MF01,M04,M,03,N
S03S-F04-P-FM02,F04,F,03,H
S03S-F04-P-FM03,F04,F,03,H
S03S-F04-P-MF01,F04,F,03,H
S03S-F04-P-MF02,F04,F,03,H
S03S-M04-P-FM01,M04,M,03,H
S03S-M04-P-FM02,M04,M,03,H
S03S-M04-P-MF01,M04,M,03,H
S03S-M04-P-MF02,M04,M,03,N
S03S-F04-S-FM01,F04,F,03,S
S03S-F04-S-FM02,F04,F,03,S
S03S-F04-S-FM03,F04,F,03,S
S03S-F04-S-FM04,F04,F,03,S
S03S-F04-S-MF01,F04,F,03,N
S03S-F04-S-MF02,F04,F,03,S
S03S-M04-S-FM02,M04,M,03,S
S03S-M04-S-FM03,M04,M,03,N
S03S-M04-S-FM04,M04,M,03,N
S03S-M04-S-MF01,M04,M,03,S
S03S-M04-S-MF02,M04,M,03,S
S03S-F04-T-FM01,F04,F,03,S
S03S-M04-T-MF01,M04,M,03,N
S04A-F04-P-FM01,F04,F,04,H
S04A-M04-P-FM01,M04,M,04,N
S04A-M04-P-MF01,M04,M,04,S
S04A-F04-S-MF01,F04,F,04,N
S04A-M04-S-MF01,M04,M,04,A
S04A-F04-T-FM01,F04,F,04,A
S04A-M04-T-MF01,M04,M,04,A
S04H-F04-P-FM01,F04,F,04,H
S04H-M04-P-FM01,M04,M,04,N
S04H-F04-S-FM01,F04,F,04,H
S04H-F04-S-FM02,F04,F,04,H
S04H-F04-S-MF01,F04,F,04,S
S04H-F04-S-MF02,F04,F,04,N
S04H-M04-S-FM01,M04,M,04,A
S04H-M04-S-FM02,M04,M,04,H
S04H-M04-S-MF01,M04,M,04,H
S04H-M04-S-MF02,M04,M,04,H
S04H-M04-S-MF03,M04,M,04,N
S04H-F04-T-FM01,F04,F,04,H
S04H-M04-T-MF01,M04,M,04,N
S04N-F04-P-FM01,F04,F,04,H
S04N-F04-P-FM02,F04,F,04,N
S04N-F04-P-MF01,F04,F,04,H
S04N-M04-P-FM01,M04,M,04,N
S04N-M04-P-FM02,M04,M,04,N
S04N-M04-P-FM03,M04,M,04,N
S04N-M04-P-FM04,M04,M,04,N
S04N-F04-S-FM01,F04,F,04,H
S04N-F04-S-FM02,F04,F,04,H
S04N-F04-S-MF01,F04,F,04,H
S04N-F04-S-MF02,F04,F,04,H
S04N-M04-S-FM01,M04,M,04,H
S04N-M04-S-FM02,M04,M,04,N
S04N-M04-S-FM03,M04,M,04,H
S04N-M04-S-MF01,M04,M,04,N
S04N-F04-T-FM01,F04,F,04,N
S04N-M04-T-MF01,M04,M,04,N
S04S-F04-P-MF01,F04,F,04,H
S04S-F04-P-MF02,F04,F,04,H
S04S-F04-P-MF03,F04,F,04,H
S04S-M04-P-FM01,M04,M,04,H
S04S-M04-P-MF01,M04,M,04,H
S04S-M04-P-MF03,M04,M,04,N
S04S-M04-P-MF04,M04,M,04,S
S04S-F04-S-FM01,F04,F,04,S
S04S-F04-S-FM02,F04,F,04,S
S04S-F04-S-MF01,F04,F,04,S
S04S-M04-S-FM01,M04,M,04,N
S04S-M04-S-MF01,M04,M,04,S
S04S-F04-T-FM01,F04,F,04,S
S04S-M04-T-MF01,M04,M,04,N
S05A-F04-P-FM01,F04,F,05,H
S05A-M04-P-FM01,M04,M,05,N
S05A-M04-P-FM02,M04,M,05,N
S05A-M04-P-MF01,M04,M,05,S
S05A-M04-P-MF02,M04,M,05,N
S05A-M04-P-MF03,M04,M,05,N
S05A-F04-S-FM01,F04,F,05,A
S05A-F04-S-FM02,F04,F,05,A
S05A-F04-S-MF01,F04,F,05,H
S05A-F04-S-MF02,F04,F,05,N
S05A-M04-S-FM02,M04,M,05,N
S05A-M04-S-MF01,M04,M,05,A
S05A-M04-S-MF02,M04,M,05,A
S05A-F04-T-FM01,F04,F,05,N
S05A-M04-T-MF01,M04,M,05,A
S05H-F04-P-FM01,F04,F,05,N
S05H-F04-P-FM02,F04,F,05,H
S05H-M04-P-FM01,M04,M,05,N
S05H-M04-P-FM02,M04,M,05,N
S05H-F04-S-FM01,F04,F,05,H
S05H-F04-S-FM02,F04,F,05,N
S05H-F04-S-FM03,F04,F,05,H
S05H-F04-S-MF01,F04,F,05,N
S05H-M04-S-FM01,M04,M,05,N
S05H-M04-S-FM02,M04,M,05,N
S05H-M04-S-MF01,M04,M,05,H
S05H-F04-T-FM01,F04,F,05,H
S05H-M04-T-MF01,M04,M,05,N
S05N-M04-P-MF01,M04,M,05,N
S05N-F04-S-FM03,F04,F,05,N
S05N-F04-S-MF01,F04,F,05,N
S05N-F04-S-MF02,F04,F,05,N
S05N-M04-S-FM01,M04,M,05,A
S05N-M04-S-MF01,M04,M,05,N
S05N-M04-S-MF02,M04,M,05,N
S05N-F04-T-FM01,F04,F,05,N
S05N-M04-T-MF01,M04,M,05,N
S05S-F04-P-FM02,F04,F,05,N
S05S-F04-P-FM04,F04,F,05,N
S05S-F04-P-FM05,F04,F,05,N
S05S-F04-P-FM06,F04,F,05,N
S05S-M04-P-FM01,M04,M,05,N
S05S-M04-P-FM02,M04,M,05,N
S05S-M04-P-FM03,M04,M,05,N
S05S-M04-P-FM04,M04,M,05,N
S05S-M04-P-FM05,M04,M,05,N
S05S-M04-P-FM06,M04,M,05,N
S05S-M04-P-FM07,M04,M,05,N
S05S-M04-P-MF01,M04,M,05,N
S05S-F04-S-FM01,F04,F,05,S
S05S-F04-S-FM02,F04,F,05,S
S05S-M04-S-FM01,M04,M,05,S
S05S-M04-S-FM02,M04,M,05,S
S05S-M04-S-MF01,M04,M,05,N
S05S-F04-T-FM01,F04,F,05,S
S05S-M04-T-MF01,M04,M,05,N
S06A-F04-P-FM01,F04,F,06,H
S06A-F04-P-FM02,F04,F,06,N
S06A-F04-P-FM03,F04,F,06,N
S06A-F04-P-FM04,F04,F,06,H
S06A-F04-P-FM05,F04,F,06,H
S06A-F04-P-FM06,F04,F,06,H
S06A-F04-P-MF01,F04,F,06,H
S06A-F04-P-MF02,F04,F,06,H
S06A-M04-P-FM01,M04,M,06,N
S06A-M04-P-FM02,M04,M,06,N
S06A-M04-P-FM03,M04,M,06,N
S06A-M04-P-FM04,M04,M,06,H
S06A-M04-P-FM05,M04,M,06,N
S06A-M04-P-MF01,M04,M,06,N
S06A-M04-P-MF02,M04,M,06,A
S06A-M04-P-MF03,M04,M,06,H
S06A-F04-S-FM01,F04,F,06,N
S06A-F04-S-FM02,F04,F,06,A
S06A-F04-S-FM03,F04,F,06,A
S06A-F04-S-FM04,F04,F,06,A
S06A-F04-S-MF01,F04,F,06,S
S06A-F04-S-MF03,F04,F,06,S
S06A-M04-S-FM01,M04,M,06,N
S06A-M04-S-FM02,M04,M,06,N
S06A-M04-S-MF01,M04,M,06,N
S06A-M04-S-MF02,M04,M,06,A
S06A-M04-S-MF03,M04,M,06,A
S06A-M04-S-MF04,M04,M,06,A
S06A-F04-T-FM01,F04,F,06,N
S06A-M04-T-MF01,M04,M,06,A
S06H-F04-P-FM01,F04,F,06,H
S06H-F04-P-FM02,F04,F,06,H
S06H-F04-P-FM03,F04,F,06,H
S06H-F04-P-MF01,F04,F,06,H
S06H-M04-P-FM01,M04,M,06,S
S06H-M04-P-FM02,M04,M,06,H
S06H-M04-P-FM03,M04,M,06,H
S06H-M04-P-MF01,M04,M,06,S
S06H-M04-P-MF02,M04,M,06,H
S06H-F04-S-FM01,F04,F,06,H
S06H-F04-S-FM02,F04,F,06,H
S06H-F04-S-MF01,F04,F,06,H
S06H-M04-S-FM01,M04,M,06,H
S06H-M04-S-FM02,M04,M,06,H
S06H-M04-S-MF01,M04,M,06,N
S06H-F04-T-FM01,F04,F,06,H
S06H-M04-T-MF01,M04,M,06,H
S06N-F04-P-FM01,F04,F,06,H
S06N-F04-P-MF01,F04,F,06,N
S06N-M04-P-MF01,M04,M,06,S
S06N-M04-P-MF02,M04,M,06,N
S06N-F04-S-FM01,F04,F,06,N
S06N-F04-S-MF01,F04,F,06,N
S06N-F04-S-MF02,F04,F,06,N
S06N-M04-S-FM01,M04,M,06,H
S06N-M04-S-MF01,M04,M,06,N
S06N-M04-S-MF02,M04,M,06,N
S06N-F04-T-FM01,F04,F,06,N
S06N-M04-T-MF01,M04,M,06,N
S06S-F04-P-FM01,F04,F,06,N
S06S-M04-P-FM01,M04,M,06,N
S06S-M04-P-FM02,M04,M,06,N
S06S-M04-P-MF01,M04,M,06,N
S06S-F04-S-FM01,F04,F,06,N
S06S-F04-S-FM02,F04,F,06,S
S06S-F04-S-MF01,F04,F,06,S
S06S-F04-S-MF02,F04,F,06,S
S06S-M04-S-FM01,M04,M,06,S
S06S-M04-S-FM02,M04,M,06,N
S06S-M04-S-FM03,M04,M,06,N
S06S-M04-S-FM04,M04,M,06,N
S06S-M04-S-FM05,M04,M,06,N
S06S-M04-S-MF02,M04,M,06,S
S06S-F04-T-FM01,F04,F,06,S
S06S-M04-T-MF01,M04,M,06,S
S07A-F04-S-FM01,F04,F,07,A
S07A-F04-S-MF01,F04,F,07,H
S07A-M04-S-FM01,M04,M,07,N
S07A-M04-S-MF01,M04,M,07,A
S07A-F04-T-FM01,F04,F,07,N
S07A-M04-T-MF01,M04,M,07,A
S07H-F04-S-FM01,F04,F,07,H
S07H-F04-S-FM02,F04,F,07,H
S07H-F04-S-MF01,F04,F,07,H
S07H-F04-S-MF02,F04,F,07,H
S07H-M04-S-FM01,M04,M,07,H
S07H-M04-S-MF01,M04,M,07,H
S07H-M04-S-MF02,M04,M,07,H
S07H-F04-T-FM01,F04,F,07,H
S07H-M04-T-MF01,M04,M,07,H
S07N-F04-P-FM01,F04,F,07,N
S07N-M04-P-FM01,M04,M,07,N
S07N-M04-P-MF01,M04,M,07,S
S07N-F04-S-FM01,F04,F,07,N
S07N-F04-S-FM02,F04,F,07,N
S07N-F04-S-FM03,F04,F,07,N
S07N-F04-S-MF01,F04,F,07,N
S07N-M04-S-FM01,M04,M,07,H
S07N-M04-S-MF01,M04,M,07,N
S07N-F04-T-FM01,F04,F,07,N
S07N-M04-T-MF01,M04,M,07,N
S07S-F04-P-FM01,F04,F,07,H
S07S-F04-P-FM02,F04,F,07,H
S07S-F04-P-FM03,F04,F,07,H
S07S-M04-P-FM01,M04,M,07,H
S07S-M04-P-FM02,M04,M,07,H
S07S-M04-P-FM03,M04,M,07,N
S07S-M04-P-FM04,M04,M,07,H
S07S-M04-P-FM05,M04,M,07,H
S07S-F04-S-FM01,F04,F,07,S
S07S-F04-S-FM02,F04,F,07,S
S07S-F04-S-FM03,F04,F,07,N
S07S-M04-S-FM01,M04,M,07,S
S07S-M04-S-MF01,M04,M,07,S
S07S-F04-T-FM01,F04,F,07,S
S07S-M04-T-MF01,M04,M,07,N
S08A-F04-P-FM01,F04,F,08,H
S08A-F04-P-FM02,F04,F,08,H
S08A-F04-P-FM03,F04,F,08,H
S08A-F04-P-FM04,F04,F,08,H
S08A-F04-P-FM05,F04,F,08,H
S08A-F04-P-FM06,F04,F,08,H
S08A-F04-P-FM07,F04,F,08,H
S08A-F04-P-FM08,F04,F,08,H
S08A-F04-P-FM09,F04,F,08,H
S08A-F04-P-FM10,F04,F,08,H
S08A-F04-P-FM11,F04,F,08,H
S08A-F04-P-FM12,F04,F,08,H
S08A-F04-P-FM13,F04,F,08,H
S08A-F04-P-FM14,F04,F,08,H
S08A-F04-P-FM15,F04,F,08,N
S08A-F04-P-FM16,F04,F,08,H
S08A-F04-P-FM17,F04,F,08,H
S08A-F04-P-FM18,F04,F,08,H
S08A-F04-P-FM19,F04,F,08,H
S08A-F04-P-FM20,F04,F,08,H
S08A-F04-P-FM21,F04,F,08,H
S08A-F04-P-FM22,F04,F,08,H
S08A-F04-P-FM23,F04,F,08,H
S08A-F04-P-FM24,F04,F,08,H
S08A-F04-P-FM25,F04,F,08,H
S08A-F04-P-FM26,F04,F,08,N
S08A-F04-P-FM27,F04,F,08,H
S08A-F04-P-FM28,F04,F,08,H
S08A-F04-P-FM30,F04,F,08,H
S08A-F04-P-FM31,F04,F,08,H
S08A-F04-P-FM32,F04,F,08,H
S08A-F04-P-MF01,F04,F,08,H
S08A-F04-P-MF02,F04,F,08,H
S08A-F04-P-MF03,F04,F,08,N
S08A-F04-P-MF04,F04,F,08,H
S08A-M04-P-FM01,M04,M,08,H
S08A-M04-P-FM02,M04,M,08,H
S08A-M04-P-FM03,M04,M,08,H
S08A-M04-P-FM05,M04,M,08,H
S08A-M04-P-FM06,M04,M,08,H
